Student_ID,Age,Gender,Department,Attendance,Study_Hours,Previous_Marks,Assignment_Score,Participation,Previous_Exam_Score,Sleep_Hours,Internet_Access,Extracurricular_Activity,Parental_Support,Final_Performance
STU1484,20,Female,Data Science,85.6,5.8,64.5,66.0,66.9,47.7,4.0,Yes,Yes,Medium,71.8
STU1485,22,Female,Data Science,77.3,5.2,63.9,55.9,59.0,35.0,6.7,Yes,No,Medium,59.4
STU1486,21,Male,Computer Science,75.8,5.6,45.7,55.4,60.1,35.0,9.0,Yes,No,Medium,51.6
STU1487,20,Male,Data Science,67.9,2.0,48.7,46.4,42.5,35.6,8.3,Yes,Yes,Medium,48.1
STU1488,19,Male,Commerce,83.6,5.1,40.5,49.4,78.4,44.0,4.8,Yes,Yes,High,62.9
STU1489,20,Male,Computer Science,66.9,4.0,49.2,43.2,74.9,35.5,6.5,Yes,Yes,Medium,48.0
STU1490,17,Male,Computer Science,86.7,3.6,54.8,44.2,57.0,49.2,5.5,Yes,No,Medium,52.0
STU1491,18,Female,Information Technology,92.1,6.1,57.2,72.9,86.6,48.2,8.7,Yes,Yes,High,81.1
STU1492,22,Male,Data Science,82.8,7.2,64.3,78.0,60.6,61.7,7.1,Yes,Yes,Medium,70.0
STU1493,23,Female,Information Technology,74.3,7.7,55.2,70.9,85.7,40.5,6.0,No,No,Medium,63.1
STU1494,17,Female,Data Science,83.9,6.9,51.1,76.9,58.5,61.2,6.8,Yes,Yes,Medium,67.4
STU1495,17,Female,Computer Science,74.0,4.3,45.4,54.0,74.4,35.0,4.0,Yes,Yes,Medium,58.1
STU1496,17,Female,Commerce,90.2,5.1,46.7,65.2,100.0,35.0,5.6,Yes,Yes,High,73.5
STU1497,22,Female,Information Technology,54.2,5.9,50.7,57.7,51.7,35.0,6.8,Yes,No,High,55.6
STU1498,19,Male,Commerce,73.6,4.7,37.2,50.6,20.0,49.0,7.7,Yes,Yes,High,46.6
STU1499,19,Male,Computer Science,52.1,4.7,49.8,44.2,37.1,41.4,4.7,Yes,Yes,Medium,42.8
STU1500,17,Male,Information Technology,58.6,6.0,35.0,73.0,78.5,35.0,6.4,Yes,Yes,Medium,52.3
